API,Permission,Permission_DisplayName,Permission_ID,Permission_Description,Permission_Type
Microsoft Graph,EduReports-Reflect.ReadAnonymous.All,Read all tenant reflect check-ins submissions data,f5d05dba-7ef0-46fc-b62c-a7282555f428,Allows the app to read all tenant users reflect check-ins submissions data (excludes responder-identifying information) without a signed-in user.,application
Microsoft Graph,EduRoster.Read.All,Read the organization's roster,e0ac9e1b-cb65-4fc5-87c5-1a8bc181f648,Allows the app to read the structure of schools and classes in the organization's roster and education-specific information about all users to be read.,application
Microsoft Graph,EduRoster.ReadBasic.All,Read a limited subset of the organization's roster,0d412a8c-a06c-439f-b3ec-8abcf54d2f96,"Allows the app to read a limited subset of properties from both the structure of schools and classes in the organization's roster and education-specific information about all users. Includes name, status, role, email address and photo.",application
Microsoft Graph,EduRoster.ReadWrite.All,Read and write the organization's roster,d1808e82-ce13-47af-ae0d-f9b254e6d58a,Allows the app to read and write the structure of schools and classes in the organization's roster and education-specific information about all users to be read and written.,application
Microsoft Graph,EntitlementManagement.Read.All,Read all entitlement management resources,c74fd47d-ed3c-45c3-9a9e-b8676de685d2,Allows the app to read access packages and related entitlement management resources without a signed-in user.,application
Microsoft Graph,EntitlementManagement.ReadWrite.All,Read and write all entitlement management resources,9acd699f-1e81-4958-b001-93b1d2506e19,Allows the app to read and write access packages and related entitlement management resources without a signed-in user.,application
Microsoft Graph,EventListener.Read.All,Read all authentication event listeners,b7f6385c-6ce6-4639-a480-e23c42ed9784,Allows the app to read your organization's authentication event listeners without a signed-in user.,application
Microsoft Graph,EventListener.ReadWrite.All,Read and write all authentication event listeners,0edf5e9e-4ce8-468a-8432-d08631d18c43,Allows the app to read or write your organization's authentication event listeners without a signed-in user.,application
Microsoft Graph,ExternalConnection.Read.All,Read all external connections,1914711b-a1cb-4793-b019-c2ce0ed21b8c,Allows the app to read all external connections without a signed-in user.,application
Microsoft Graph,ExternalConnection.ReadWrite.All,Read and write all external connections,34c37bc0-2b40-4d5e-85e1-2365cd256d79,Allows the app to read and write all external connections without a signed-in user.,application
Microsoft Graph,ExternalConnection.ReadWrite.OwnedBy,Read and write external connections,f431331c-49a6-499f-be1c-62af19c34a9d,"Allows the app to read and write external connections without a signed-in user. The app can only read and write external connections that it is authorized to, or it can create new external connections. ",application
Microsoft Graph,ExternalItem.Read.All,Read all external items,7a7cffad-37d2-4f48-afa4-c6ab129adcc2,Allows the app to read all external items without a signed-in user.,application
Microsoft Graph,ExternalItem.ReadWrite.All,Read and write items in external datasets,38c3d6ee-69ee-422f-b954-e17819665354,Allow the app to read or write items in all external datasets that the app is authorized to access,application
Microsoft Graph,ExternalItem.ReadWrite.OwnedBy,Read and write external items,8116ae0f-55c2-452d-9944-d18420f5b2c8,Allows the app to read and write external items without a signed-in user. The app can only read external items of the connection that it is authorized to.,application
Microsoft Graph,ExternalUserProfile.Read.All,Read all external user profiles,1987d7a0-d602-4262-ab90-cfdd43b37545,"Allows the app to read available properties of external user profiles, without a signed-in user.",application
Microsoft Graph,ExternalUserProfile.ReadWrite.All,Read and write all external user profiles,761327c9-d819-4c08-9a5f-874cd2826608,"Allows the app to read and write available properties of external user profiles, without a signed-in user.",application
Microsoft Graph,Files.Read.All,Read files in all site collections,01d4889c-1287-42c6-ac1f-5d1e02578ef6,Allows the app to read all files in all site collections without a signed in user.,application
Microsoft Graph,Files.ReadWrite.All,Read and write files in all site collections,75359482-378d-4052-8f01-80520e7db3cd,"Allows the app to read, create, update and delete all files in all site collections without a signed in user. ",application
Microsoft Graph,Files.ReadWrite.AppFolder,Have full access to the application's folder without a signed in user.,b47b160b-1054-4efd-9ca0-e2f614696086,"Allows the app to read, create, update and delete files in the application's folder without a signed in user.",application
Microsoft Graph,Files.SelectedOperations.Selected,Access selected Files without a signed in user.,bd61925e-3bf4-4d62-bc0b-06b06c96d95c,Allow the application to access a subset of files without a signed in user.  The specific files and the permissions granted will be configured in SharePoint Online or OneDrive.,application
Microsoft Graph,FileStorageContainer.Selected,Access selected file storage containers,40dc41bc-0f7e-42ff-89bd-d9516947e474,"Allows the application to utilize the file storage container platform to manage containers, without a signed-in user. The specific file storage containers and the permissions granted to them will be configured in Microsoft 365 by the developer of each container type.",application
Microsoft Graph,Group.Create,Create groups,bf7b1a76-6e77-406b-b258-bf5c7720e98f,Allows the app to create groups without a signed-in user.,application
Microsoft Graph,Group.Read.All,Read all groups,5b567255-7703-4780-807c-7be8301ae99b,"Allows the app to read group properties and memberships, and read??conversations for all groups, without a signed-in user.",application
Microsoft Graph,Group.ReadWrite.All,Read and write all groups,62a82d76-70ea-41e2-9197-370581804d09,"Allows the app to create groups, read all group properties and memberships, update group properties and memberships, and delete groups. Also allows the app to read and write conversations. All of these operations can be performed by the app without a signed-in user.",application
Microsoft Graph,GroupMember.Read.All,Read all group memberships,98830695-27a2-44f7-8c18-0c3ebc9698f6,Allows the app to read memberships and basic group properties for all groups without a signed-in user.,application
Microsoft Graph,GroupMember.ReadWrite.All,Read and write all group memberships,dbaae8cf-10b5-4b86-a4a1-f871c94c6695,"Allows the app to list groups, read basic properties, read and update the membership of the groups this app has access to without a signed-in user. Group properties and owners cannot be updated and groups cannot be deleted.",application
Microsoft Graph,HealthMonitoringAlert.Read.All,Read all scenario health monitoring alert,5183ed5d-b7f8-4e9a-915e-dafb46b9cb62,"Allows the app to read all scenario health monitoring alerts, without a signed-in user.",application
Microsoft Graph,HealthMonitoringAlert.ReadWrite.All,Read and write all scenario monitoring alerts,ac29eb50-f2f9-4518-a117-4bef18e84c7d,"Allows the app to read and write all scenario monitoring alerts, without a signed-in user.",application
Microsoft Graph,HealthMonitoringAlertConfig.Read.All,Read all scenario health monitoring alert configurations,bb424d73-e898-4c97-9d42-688c32810003,"Allows the app to read all scenario health monitoring alert configurations, without a signed-in user.",application
